Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MeanWorkingHours,WorkDays,OverTimeFrequency
26,Yes,Travel_Rarely,Sales,8,2,Marketing,3480,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,0,4,3,1.0,3.0,2.0,7.828946563088513,236,0.3093220338983051
33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,3481,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2,3,3,1.0,2.0,3.0,10.199945799457995,246,1.0
42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,3482,Male,4,Research Scientist,Married,60320,0.0,14,0,23.0,2,22,13,7,2,3,4.0,1.0,3.0,6.818579196217494,235,0.0
28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,3483,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,0,3,3,1.0,2.0,3.0,6.300432761087268,233,0.0
50,Yes,Travel_Frequently,Research & Development,1,4,Medical,3484,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,0,3,3,4.0,3.0,3.0,10.509589834515367,235,1.0
33,No,Travel_Frequently,Sales,9,3,Medical,3485,Female,2,Research Scientist,Married,46490,0.0,12,0,4.0,2,3,0,2,2,3,4.0,2.0,3.0,8.024171239140376,243,0.5432098765432098
34,No,Non-Travel,Sales,1,1,Marketing,3486,Female,2,Research Director,Married,26960,3.0,23,0,6.0,3,0,0,0,3,4,3.0,4.0,3.0,7.0848657407407405,240,0.0
48,No,Non-Travel,Sales,2,1,Life Sciences,3487,Male,2,Sales Executive,Single,23700,2.0,11,0,27.0,3,5,2,1,3,3,1.0,4.0,2.0,6.170675451092117,234,0.0
45,No,Non-Travel,Research & Development,1,3,Medical,3488,Female,2,Human Resources,Married,125040,1.0,12,1,15.0,2,15,4,12,3,3,2.0,3.0,3.0,6.009245511887433,229,0.0
52,No,Travel_Rarely,Sales,1,3,Life Sciences,3489,Male,1,Sales Executive,Single,59740,7.0,18,1,18.0,6,8,4,0,3,3,2.0,2.0,3.0,7.99388161086851,229,0.49344978165938863
38,No,Travel_Rarely,Research & Development,6,2,Medical,3490,Male,1,Research Scientist,Divorced,47360,0.0,11,1,9.0,3,8,2,7,2,3,3.0,3.0,3.0,10.689997704315886,242,1.0
29,No,Travel_Rarely,Research & Development,8,3,Medical,3491,Female,4,Research Scientist,Divorced,52960,4.0,14,0,11.0,3,7,1,7,4,3,3.0,4.0,3.0,6.334150688298919,226,0.0
28,No,Travel_Rarely,Human Resources,1,3,Human Resources,3492,Female,4,Laboratory Technician,Divorced,67810,0.0,15,1,10.0,2,9,1,7,3,3,4.0,2.0,2.0,6.904346549192364,227,0.0
46,No,Travel_Rarely,Research & Development,6,4,Medical,3493,Male,3,Sales Executive,Married,21740,3.0,11,1,23.0,3,12,4,9,3,3,1.0,3.0,3.0,6.390338164251208,230,0.0
38,No,Travel_Rarely,Research & Development,7,4,Medical,3494,Male,1,Sales Executive,Single,66530,7.0,20,1,10.0,2,1,0,0,3,4,4.0,2.0,3.0,7.405821462488128,234,0.021367521367521368
43,No,Travel_Frequently,Research & Development,5,3,Medical,3495,Female,2,Laboratory Technician,Married,96990,8.0,19,1,18.0,3,8,0,1,3,3,3.0,1.0,3.0,7.083995633187772,229,0.004366812227074236
39,Yes,Travel_Frequently,Sales,1,3,Marketing,3496,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,5,3,3,1.0,4.0,3.0,7.179473745897797,237,0.0
40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3497,Male,1,Healthcare Representative,Single,22130,1.0,17,0,21.0,4,20,4,9,3,3,3.0,3.0,4.0,6.024019323671497,230,0.0
21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3498,Female,1,Research Scientist,Single,26100,1.0,11,1,2.0,3,2,2,2,2,3,4.0,2.0,4.0,10.468798920377868,247,1.0
39,No,Non-Travel,Research & Development,6,3,Life Sciences,3499,Male,1,Laboratory Technician,Single,28510,9.0,15,0,9.0,2,5,0,3,3,3,3.0,2.0,2.0,6.19212518195051,229,0.0
36,No,Non-Travel,Research & Development,1,3,Medical,3500,Male,3,Sales Representative,Single,34520,2.0,13,3,18.0,4,11,0,9,4,3,1.0,4.0,3.0,7.1970604781997185,237,0.004219409282700422
31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,3501,Male,1,Sales Executive,Married,52580,0.0,14,3,3.0,5,2,2,2,3,3,3.0,4.0,3.0,6.595106744298883,229,0.0
28,No,Travel_Rarely,Sales,2,4,Marketing,3502,Male,1,Sales Executive,Married,93550,0.0,11,0,6.0,4,5,0,4,3,3,1.0,2.0,1.0,7.493436474449132,237,0.07172995780590717
35,No,Travel_Frequently,Research & Development,9,2,Other,3503,Female,1,Manufacturing Director,Divorced,104960,1.0,13,1,5.0,2,5,0,2,3,3,4.0,4.0,3.0,6.6179576603034755,227,0.0
49,No,Travel_Rarely,Sales,2,2,Medical,3504,Female,1,Sales Executive,Married,63800,6.0,23,1,22.0,1,9,2,3,2,4,4.0,2.0,3.0,7.224192343604108,238,0.004201680672268907
34,No,Travel_Frequently,Sales,9,1,Technical Degree,3505,Male,2,Sales Executive,Single,26570,2.0,13,1,5.0,3,3,0,2,2,3,4.0,3.0,2.0,7.982483451536643,235,0.4978723404255319
29,No,Travel_Frequently,Research & Development,1,4,Medical,3506,Male,3,Research Scientist,Divorced,27160,0.0,18,0,8.0,2,7,1,1,1,3,4.0,2.0,2.0,7.091747734859323,233,0.0
42,No,Travel_Rarely,Sales,21,2,Life Sciences,3507,Female,1,Healthcare Representative,Single,22010,4.0,12,1,16.0,3,1,0,0,4,3,2.0,4.0,3.0,7.204237640724425,227,0.004405286343612335
29,No,Travel_Rarely,Sales,4,2,Other,3508,Female,2,Healthcare Representative,Married,65400,1.0,22,0,10.0,2,10,1,2,1,4,2.0,4.0,2.0,10.900306238615665,244,1.0
38,No,Travel_Rarely,Research & Development,1,3,Medical,3509,Female,1,Human Resources,Married,38160,1.0,13,2,7.0,2,7,5,0,2,3,3.0,3.0,4.0,6.495622032288698,234,0.0
28,No,Travel_Frequently,Sales,6,4,Life Sciences,3510,Male,1,Manager,Divorced,52530,1.0,15,0,3.0,2,3,0,2,3,3,3.0,3.0,3.0,10.676222687122268,239,1.0
18,Yes,Non-Travel,Research & Development,2,4,Medical,3511,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,0,4,3,3.0,3.0,3.0,7.010858690640848,241,0.0
33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,3512,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,3,2,3,1.0,1.0,3.0,8.984980405716918,241,1.0
41,No,Travel_Rarely,Research & Development,4,2,Medical,3513,Male,2,Research Scientist,Married,25430,3.0,12,0,6.0,3,1,0,0,3,3,2.0,4.0,3.0,8.09848108747045,235,0.6170212765957447
31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,3514,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2,4,3,3.0,3.0,2.0,7.127894420394421,231,0.0
37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,3515,Male,3,Manufacturing Director,Divorced,166590,7.0,16,1,9.0,2,6,1,3,3,3,3.0,4.0,3.0,7.974104803493449,229,0.44541484716157204
27,No,Travel_Rarely,Research & Development,6,2,Medical,3516,Female,1,Healthcare Representative,Married,42600,1.0,11,2,4.0,2,4,2,2,3,3,4.0,3.0,3.0,7.3634228265922825,239,0.012552301255230125
34,No,Travel_Rarely,Sales,1,1,Marketing,3517,Female,2,Laboratory Technician,Married,24760,1.0,19,0,6.0,2,6,1,3,3,3,2.0,3.0,2.0,7.086201716738198,233,0.004291845493562232
35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,3518,Female,3,Laboratory Technician,Single,31020,1.0,13,1,6.0,3,5,1,4,2,3,3.0,3.0,1.0,6.795753113026819,232,0.0
29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,3519,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,10,1,3,4.0,1.0,1.0,6.771594304388422,238,0.0
40,No,Travel_Frequently,Research & Development,2,4,Medical,3520,Male,4,Human Resources,Single,75960,9.0,11,0,20.0,0,18,2,13,1,3,2.0,3.0,2.0,6.7179869976359345,235,0.0
42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,3521,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,14,1,3,3.0,1.0,2.0,8.053107714701602,229,0.6375545851528385
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,3522,Male,4,Laboratory Technician,Single,30340,7.0,21,1,9.0,3,6,1,5,2,4,2.0,1.0,4.0,7.705268073750607,229,0.16593886462882096
35,No,Travel_Rarely,Research & Development,5,3,Medical,3523,Male,1,Healthcare Representative,Married,57150,6.0,24,2,10.0,0,8,1,7,3,4,4.0,3.0,3.0,7.1192670093000485,227,0.004405286343612335
24,No,Travel_Rarely,Sales,7,4,Life Sciences,3524,Female,1,Laboratory Technician,Single,25760,8.0,17,3,6.0,3,4,1,2,3,3,4.0,2.0,3.0,7.93735992402659,234,0.43162393162393164
28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,3525,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,0,1,3,3.0,4.0,2.0,10.33863038548753,245,1.0
26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3526,Male,2,Sales Representative,Married,143360,1.0,21,1,8.0,3,8,0,7,3,4,1.0,4.0,3.0,7.471162374821173,233,0.04291845493562232
30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,3527,Female,1,Manufacturing Director,Married,34480,1.0,11,0,10.0,3,10,1,4,3,3,3.0,3.0,3.0,7.689747044917257,235,0.16170212765957448
40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,3528,Male,2,Research Scientist,Married,194060,3.0,20,3,16.0,2,1,0,0,3,4,3.0,4.0,1.0,10.46398261065944,246,1.0
35,No,Travel_Rarely,Research & Development,18,5,Medical,3529,Female,2,Research Scientist,Divorced,65380,2.0,16,1,15.0,3,7,6,4,3,3,3.0,2.0,4.0,6.91156457739791,234,0.0
34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,3530,Male,1,Research Director,Single,43060,0.0,11,0,14.0,2,13,4,9,3,3,4.0,1.0,3.0,7.522875816993465,238,0.03361344537815126
35,No,Travel_Frequently,Research & Development,3,3,Medical,3531,Female,2,Laboratory Technician,Married,22580,1.0,11,1,2.0,2,2,2,2,3,3,4.0,4.0,4.0,7.963982638888888,240,0.4791666666666667
43,Yes,Travel_Rarely,Sales,5,3,Marketing,3532,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,3,3,3,1.0,3.0,2.0,7.493321360153257,232,0.03879310344827586
32,No,Non-Travel,Research & Development,11,2,Other,3533,Female,2,Research Scientist,Divorced,44870,1.0,11,0,1.0,5,1,0,0,2,3,3.0,1.0,3.0,6.594707175925925,240,0.0
56,No,Travel_Rarely,Research & Development,3,2,Other,3534,Male,2,Healthcare Representative,Divorced,44490,2.0,15,0,28.0,3,5,4,2,1,3,4.0,1.0,3.0,6.287570323488045,237,0.0
29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,3535,Male,1,Laboratory Technician,Married,22180,1.0,24,1,10.0,1,10,0,8,3,4,3.0,4.0,3.0,7.507206521739132,230,0.06956521739130435
19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,3536,Male,2,Laboratory Technician,Single,191970,1.0,12,0,1.0,2,1,0,0,3,3,3.0,1.0,3.0,7.311391283524904,232,0.02586206896551724
45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,3537,Female,2,Sales Representative,Married,132120,4.0,13,0,7.0,4,3,0,2,3,3,1.0,3.0,2.0,8.789366760828624,236,1.0
37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,3538,Male,3,Research Scientist,Married,65770,1.0,13,0,14.0,1,14,3,11,1,3,4.0,4.0,2.0,6.832842066957787,229,0.0
20,No,Travel_Rarely,Research & Development,6,3,Medical,3539,Male,5,Research Director,Single,83920,1.0,17,0,2.0,5,2,1,2,3,3,1.0,3.0,2.0,6.6843594348659,232,0.0
44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,3540,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2,1,3,3.0,3.0,3.0,10.408523391812865,247,1.0
53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3541,Male,1,Research Director,Divorced,40310,3.0,12,1,26.0,3,7,4,7,2,3,4.0,3.0,3.0,6.025689257722452,241,0.0
29,No,Travel_Rarely,Research & Development,23,3,Medical,3542,Male,1,Sales Executive,Married,79690,0.0,14,0,6.0,3,5,1,3,3,3,2.0,4.0,2.0,8.911738128169663,241,1.0
22,Yes,Travel_Frequently,Research & Development,22,4,Medical,3543,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,0,2,4,3.0,4.0,3.0,9.87940476190476,245,1.0
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3544,Male,2,Research Scientist,Married,165550,8.0,14,2,28.0,4,26,15,9,3,3,3.0,1.0,3.0,5.988304597701149,232,0.0
44,No,Non-Travel,Research & Development,20,3,Life Sciences,3545,Male,1,Sales Representative,Single,45560,2.0,13,0,6.0,4,0,0,0,3,3,4.0,3.0,3.0,6.1978668091168085,234,0.0
33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,3546,Female,1,Manager,Married,60910,1.0,15,0,5.0,6,5,1,4,1,3,2.0,3.0,3.0,7.7994613821138215,246,0.25203252032520324
41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,3547,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,0,4,3,1.0,1.0,1.0,7.183438069216758,244,0.0
30,No,Travel_Rarely,Sales,20,3,Marketing,3548,Male,3,Sales Executive,Divorced,48100,8.0,18,0,8.0,3,4,0,3,2,3,3.0,1.0,3.0,7.510671010516689,243,0.053497942386831275
40,No,Travel_Frequently,Sales,9,3,Medical,3549,Male,1,Manufacturing Director,Married,45230,5.0,16,1,5.0,5,0,0,0,4,3,2.0,2.0,3.0,6.809596926713948,235,0.0
50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,3550,Female,2,Healthcare Representative,Married,32020,2.0,24,1,32.0,2,2,2,2,3,4,4.0,1.0,3.0,7.172575973409307,234,0.004273504273504274
28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,3551,Male,2,Research Scientist,Married,23510,1.0,16,0,6.0,4,6,3,3,3,3,4.0,1.0,3.0,7.15125413711584,235,0.0
46,No,Travel_Rarely,Research & Development,8,4,Other,3552,Male,3,Manager,Married,17020,5.0,21,0,25.0,2,4,0,3,3,4,4.0,2.0,3.0,7.307771990740741,240,0.004166666666666667
35,No,Travel_Rarely,Sales,4,4,Marketing,3553,Male,1,Laboratory Technician,Married,180410,3.0,20,1,15.0,3,7,1,7,2,4,3.0,1.0,3.0,8.48795238095238,245,0.9510204081632653
24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,3554,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,0,3,3,4.0,2.0,1.0,6.598539312617702,236,0.0
33,No,Travel_Frequently,Research & Development,9,2,Medical,3555,Female,1,Sales Executive,Married,20970,1.0,14,2,10.0,5,10,0,1,2,3,2.0,3.0,2.0,6.0181877141458635,227,0.0
36,No,Travel_Rarely,Research & Development,9,2,Medical,3556,Male,2,Sales Executive,Divorced,119350,1.0,11,3,7.0,6,7,1,7,4,3,3.0,3.0,3.0,6.6119981325863675,238,0.0
30,No,Travel_Rarely,Sales,29,3,Marketing,3557,Male,1,Sales Executive,Divorced,25460,1.0,14,1,10.0,2,10,8,9,3,3,3.0,3.0,2.0,6.015647754137115,235,0.0
44,No,Travel_Rarely,Research & Development,3,4,Medical,3558,Male,2,Research Scientist,Single,25640,1.0,12,3,20.0,3,20,13,17,1,3,4.0,4.0,3.0,7.606717687074829,245,0.09387755102040816
20,No,Travel_Rarely,Research & Development,18,4,Medical,3559,Male,1,Human Resources,Single,84120,1.0,13,0,2.0,2,2,2,2,2,3,3.0,4.0,3.0,6.301012857836002,229,0.0
46,No,Travel_Rarely,Sales,9,1,Medical,3560,Female,1,Sales Executive,Divorced,141180,2.0,22,0,12.0,3,6,1,4,3,4,4.0,4.0,2.0,6.224990623534928,237,0.0
42,No,Non-Travel,Research & Development,5,4,Medical,3561,Male,5,Sales Executive,Married,170460,7.0,11,0,10.0,3,4,0,3,2,3,4.0,1.0,4.0,7.486526639344262,244,0.03278688524590164
60,No,Travel_Rarely,Sales,2,2,Life Sciences,3562,Male,2,Sales Executive,Divorced,25640,0.0,14,1,12.0,3,11,1,9,3,3,2.0,4.0,3.0,8.602125850340135,245,0.9795918367346939
32,No,Travel_Frequently,Sales,10,3,Life Sciences,3563,Female,1,Sales Executive,Married,102660,1.0,11,0,2.0,3,2,2,2,3,3,3.0,2.0,3.0,7.289922267946959,243,0.0
32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,3564,Female,2,Research Scientist,Single,50700,4.0,12,1,10.0,6,8,0,7,3,3,4.0,3.0,3.0,8.40896686159844,228,0.8947368421052632
36,No,Travel_Rarely,Sales,3,2,Marketing,3565,Male,4,Healthcare Representative,Divorced,178610,2.0,18,0,17.0,2,7,7,7,2,3,3.0,1.0,3.0,7.989745467224547,239,0.4895397489539749
33,No,Travel_Rarely,Sales,26,2,Marketing,3566,Male,1,Research Scientist,Married,42300,0.0,12,0,15.0,0,14,4,10,3,3,1.0,4.0,3.0,6.125854044834307,228,0.0
40,No,Travel_Rarely,Research & Development,1,3,Medical,3567,Female,2,Research Scientist,Divorced,37800,7.0,12,0,7.0,2,5,1,3,1,3,2.0,2.0,4.0,7.32233574879227,230,0.013043478260869565
25,No,Travel_Rarely,Research & Development,6,2,Medical,3568,Female,1,Laboratory Technician,Single,27680,0.0,22,1,5.0,0,4,1,1,3,4,3.0,4.0,3.0,8.015267489711935,243,0.5185185185185185
30,No,Travel_Rarely,Sales,9,3,Marketing,3569,Female,1,Research Scientist,Married,90710,0.0,19,1,12.0,2,11,5,7,2,3,4.0,2.0,3.0,9.18669976359338,235,1.0
42,No,Travel_Frequently,Human Resources,8,2,Medical,3570,Male,1,Sales Executive,Married,106480,3.0,13,1,20.0,1,1,0,0,3,3,1.0,1.0,3.0,9.4596490004649,239,1.0
35,No,Non-Travel,Research & Development,1,1,Life Sciences,3571,Male,2,Sales Executive,Married,136100,4.0,22,2,16.0,4,13,4,12,2,4,3.0,4.0,2.0,9.811535269709543,241,1.0
27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3572,Male,3,Manufacturing Director,Married,34080,1.0,24,0,9.0,2,9,6,8,3,4,1.0,1.0,2.0,9.161649011299437,236,1.0
54,No,Travel_Frequently,Research & Development,9,2,Medical,3573,Male,2,Sales Representative,Divorced,29830,7.0,14,1,33.0,2,5,1,4,2,3,4.0,3.0,1.0,6.28115243342516,242,0.0
44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,3574,Male,5,Laboratory Technician,Married,76320,1.0,21,0,10.0,3,10,7,7,3,4,1.0,4.0,3.0,6.012280521262003,243,0.0
19,Yes,Non-Travel,Sales,2,2,Other,3575,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,0,3,3,1.0,2.0,4.0,8.410409663865547,238,0.9327731092436975
29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,3576,Male,1,Manufacturing Director,Divorced,99500,1.0,20,0,3.0,3,3,1,2,3,4,1.0,4.0,3.0,7.381258381226054,232,0.021551724137931036
54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3577,Male,2,Sales Executive,Married,20930,3.0,19,0,36.0,2,10,0,9,3,3,4.0,4.0,3.0,7.696354595336077,243,0.12345679012345678
31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,3578,Male,2,Laboratory Technician,Married,99800,1.0,12,0,6.0,1,6,0,1,3,3,3.0,1.0,2.0,8.616800281293951,237,0.9746835443037974
31,No,Travel_Rarely,Sales,24,1,Marketing,3579,Female,1,Sales Executive,Single,38940,1.0,12,0,10.0,3,10,1,8,4,3,3.0,1.0,3.0,7.306390117994101,226,0.008849557522123894
59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,3580,Male,1,Research Scientist,Single,40510,5.0,16,3,13.0,3,6,0,5,3,3,3.0,4.0,3.0,7.375862445414847,229,0.017467248908296942
43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,3581,Male,3,Laboratory Technician,Married,168350,3.0,17,1,25.0,3,8,0,7,3,3,3.0,4.0,3.0,6.567780182780182,231,0.0
49,No,Travel_Rarely,Sales,14,4,Life Sciences,3582,Male,2,Research Scientist,Married,62300,2.0,14,0,23.0,2,1,0,0,2,3,1.0,3.0,4.0,6.6836437198067635,230,0.0
36,No,Travel_Frequently,Sales,5,2,Marketing,3583,Female,1,Laboratory Technician,Married,47170,1.0,19,1,12.0,3,11,0,7,3,3,3.0,2.0,2.0,6.057707423580787,229,0.0
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3584,Female,2,Laboratory Technician,Single,132370,5.0,13,1,7.0,2,1,0,0,4,3,4.0,2.0,2.0,6.084178691678691,231,0.0
27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3585,Male,2,Laboratory Technician,Divorced,37550,1.0,19,0,5.0,2,5,0,3,3,3,1.0,3.0,3.0,7.987510460251046,239,0.4811715481171548
29,No,Travel_Rarely,Sales,17,4,Medical,3586,Male,1,Laboratory Technician,Divorced,65820,1.0,19,1,6.0,3,6,1,0,3,3,3.0,4.0,3.0,8.767204415954415,234,0.9957264957264957
48,No,Travel_Rarely,Sales,1,1,Marketing,3587,Male,2,Manufacturing Director,Single,74060,6.0,14,2,25.0,2,1,0,0,3,3,4.0,4.0,4.0,6.171156835848193,243,0.0
29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,3588,Female,2,Healthcare Representative,Divorced,48050,3.0,16,1,9.0,2,7,1,7,3,3,4.0,4.0,2.0,6.871036727103672,239,0.0
34,No,Travel_Rarely,Sales,9,4,Medical,3589,Female,2,Laboratory Technician,Married,27410,0.0,15,1,2.0,3,1,0,0,3,3,3.0,3.0,2.0,6.001669010782935,237,0.0
44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3590,Female,1,Laboratory Technician,Married,42620,7.0,18,0,26.0,2,22,3,10,3,3,2.0,2.0,3.0,7.018062865497076,228,0.0
33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,3591,Female,2,Research Scientist,Divorced,161840,0.0,13,1,10.0,2,9,0,8,4,3,4.0,3.0,3.0,10.974695821854914,242,1.0
19,No,Travel_Rarely,Sales,2,4,Marketing,3592,Male,3,Laboratory Technician,Single,115570,1.0,22,0,1.0,0,1,0,1,3,4,2.0,4.0,3.0,10.772186192468618,239,1.0
23,No,Travel_Rarely,Sales,2,3,Medical,3593,Male,3,Laboratory Technician,Married,18780,1.0,13,1,1.0,2,1,0,1,3,3,4.0,3.0,3.0,7.4808517750115255,241,0.04149377593360996
25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,3594,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,0,3,3,3.0,4.0,3.0,9.21699886621315,245,1.0
26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,3595,Male,2,Research Scientist,Single,68110,1.0,11,1,8.0,4,8,2,2,3,3,3.0,4.0,2.0,8.701572504708098,236,0.9830508474576272
45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,3596,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,11,3,3,1.0,2.0,3.0,9.921010536398468,232,1.0
55,No,Non-Travel,Research & Development,27,3,Life Sciences,3597,Female,2,Manager,Divorced,48590,1.0,24,1,34.0,3,33,15,0,4,4,4.0,2.0,3.0,9.585816854990584,236,1.0
21,Yes,Travel_Frequently,Research & Development,20,2,Medical,3598,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2,3,3,1.0,3.0,1.0,7.574681712962964,240,0.09166666666666666
46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3599,Male,1,Manufacturing Director,Married,23400,2.0,13,1,26.0,2,11,0,8,1,3,4.0,2.0,3.0,6.890804473304473,231,0.0
34,No,Travel_Rarely,Sales,13,4,Medical,3600,Male,3,Sales Representative,Single,74910,0.0,14,1,4.0,3,3,0,2,2,3,3.0,1.0,3.0,8.903581267217632,242,1.0
51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,3601,Male,2,Research Director,Divorced,105270,4.0,14,0,31.0,3,29,11,10,3,3,4.0,2.0,2.0,11.016749058380414,236,1.0
59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3602,Male,2,Research Scientist,Single,165950,6.0,21,1,25.0,2,9,5,4,3,4,4.0,4.0,2.0,6.6114888423988845,239,0.0
34,No,Travel_Frequently,Sales,14,4,Medical,3603,Female,3,Research Scientist,Divorced,88340,4.0,13,1,15.0,1,11,5,10,3,3,3.0,2.0,4.0,6.784612048757618,237,0.0
28,No,Travel_Frequently,Research & Development,2,3,Other,3604,Female,1,Manager,Single,55770,0.0,19,0,5.0,3,4,0,2,3,3,4.0,3.0,2.0,10.41130662851693,233,1.0
44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,3605,Male,2,Research Scientist,Divorced,47070,1.0,17,0,26.0,4,25,14,13,1,3,3.0,1.0,2.0,7.800247973295183,233,0.26180257510729615
34,No,Travel_Frequently,Sales,1,3,Life Sciences,3606,Male,2,Sales Executive,Married,24000,4.0,18,1,14.0,3,10,1,8,3,3,3.0,2.0,4.0,7.502873015873015,245,0.0163265306122449
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,3607,Male,4,Healthcare Representative,Married,98240,0.0,19,0,4.0,2,3,2,2,3,3,3.0,3.0,3.0,10.486299475441106,233,1.0
42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,3608,Female,1,Manager,Married,64470,6.0,13,0,18.0,3,1,0,0,3,3,2.0,2.0,3.0,9.393627946127946,231,1.0
43,No,Travel_Rarely,Research & Development,7,2,Medical,3609,Female,1,Laboratory Technician,Single,195020,3.0,18,2,23.0,3,21,15,17,4,3,4.0,4.0,4.0,6.400272967772969,231,0.0
36,No,Travel_Rarely,Research & Development,2,4,Medical,3610,Male,1,Healthcare Representative,Single,27250,9.0,21,1,18.0,4,16,5,12,2,4,3.0,2.0,3.0,10.606711583924351,235,1.0
44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,3611,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,5,3,3,1.0,4.0,3.0,6.000892687559354,234,0.0
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,3612,Female,2,Sales Representative,Married,21270,1.0,14,0,2.0,3,2,2,2,3,3,4.0,4.0,3.0,9.693598218471637,237,1.0
51,No,Travel_Frequently,Sales,21,4,Medical,3613,Male,2,Research Scientist,Single,182000,0.0,17,0,8.0,3,7,7,7,3,3,2.0,3.0,2.0,6.988612329434698,228,0.0
